srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
46,2013-05-01 10:55:11,5,77,NULL,NULL,30,120016,4,4.000000,0,1.100000,0.05,6.210000,13,314.000000,1,1995,3,21,2,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
46,2013-05-01 10:55:11,5,77,NULL,NULL,30,123081,3,3.500000,0,3.580000,0.16,4.950000,33,65.000000,1,1995,3,21,2,0,1,0,NULL,NULL,0,NULL,NULL,NULL,1,0,96,0,0,20,NULL,NULL,NULL,1,0,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
46,2013-05-01 10:55:11,5,77,NULL,NULL,30,140812,3,4.500000,0,3.370000,0.0205,5.120000,26,53.000000,1,1995,3,21,2,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,6618,3,4.000000,0,4.130000,0.1492,4.780000,25,118.940000,0,13901,6,3,1,1,1,0,NULL,5592.09,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,16,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,11747,4,4.500000,0,4.030000,0.1439,5.340000,12,113.860000,0,13901,6,3,1,1,1,0,NULL,5592.33,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,18311,4,4.000000,0,3.930000,0.1366,5.440000,14,129.100000,0,13901,6,3,1,1,1,0,NULL,5592.6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,19599,3,4.000000,0,4.160000,0.1647,5.030000,26,94.540000,0,13901,6,3,1,1,1,0,NULL,5591.92,0,NULL,NULL,NULL,-1,0,3,NULL,NULL,NULL,NULL,NULL,NULL,0,0,10,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,24002,4,4.500000,0,4.160000,0.181,5.600000,3,185.020000,0,13901,6,3,1,1,1,0,NULL,5592.13,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,29732,3,3.500000,0,2.830000,0.047,4.690000,31,59.980000,0,13901,6,3,1,1,1,0,NULL,5593.31,0,NULL,NULL,NULL,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,35796,3,3.500000,0,2.640000,0.0403,5.000000,27,97.590000,0,13901,6,3,1,1,1,0,NULL,5590.9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,36148,3,3.500000,0,4.060000,0.1241,4.840000,34,74.210000,0,13901,6,3,1,1,1,0,NULL,5592.39,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,41784,4,3.000000,1,2.300000,0.0622,5.150000,22,142.320000,0,13901,6,3,1,1,1,0,NULL,5591.13,0,NULL,NULL,NULL,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,43781,4,3.500000,1,3.990000,0.2159,5.210000,6,109.790000,0,13901,6,3,1,1,1,0,NULL,5592.02,0,NULL,NULL,NULL,1,0,66,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,30,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,51037,3,3.500000,0,3.640000,0.0157,5.030000,30,86.410000,1,13901,6,3,1,1,1,0,NULL,5591.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,54593,3,3.500000,0,3.970000,0.1546,5.030000,29,121.990000,0,13901,6,3,1,1,1,0,NULL,5591.99,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,55632,5,4.500000,0,4.170000,0.1202,6.210000,13,330.390000,1,13901,6,3,1,1,1,0,NULL,5592.41,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,57599,5,3.000000,0,2.890000,0.0121,5.360000,15,142.320000,0,13901,6,3,1,1,1,0,NULL,5591.91,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,59720,5,4.000000,0,3.930000,0.1398,5.580000,2,167.730000,0,13901,6,3,1,1,1,0,NULL,5592.6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,60258,5,3.500000,0,4.170000,0.1301,6.210000,1,370.030000,1,13901,6,3,1,1,1,0,NULL,5592.43,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,60787,4,0.000000,0,3.970000,NULL,4.790000,35,75.230000,0,13901,6,3,1,1,1,0,NULL,5592.5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,73043,3,3.500000,0,2.560000,0.0317,5.030000,33,88.440000,0,13901,6,3,1,1,1,0,NULL,5593.29,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,77040,4,4.000000,0,3.140000,0.0839,5.390000,16,153.500000,0,13901,6,3,1,1,1,0,NULL,5593.11,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,924.0,1
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,78074,4,3.500000,0,4.060000,0.1417,5.240000,9,134.190000,1,13901,6,3,1,1,1,0,NULL,5592.51,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,79610,4,4.000000,0,3.560000,0.0976,5.620000,10,178.920000,0,13901,6,3,1,1,1,0,NULL,5593.02,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,27,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,80992,3,3.500000,0,3.890000,0.0797,5.030000,28,133.170000,0,13901,6,3,1,1,1,0,NULL,5592.49,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,95676,4,4.000000,0,2.890000,0.0123,4.960000,7,82.340000,1,13901,6,3,1,1,1,0,NULL,5592.87,0,NULL,NULL,NULL,1,0,20,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,104491,3,5.000000,0,4.190000,0.0715,5.490000,19,179.930000,0,13901,6,3,1,1,1,0,NULL,5592.45,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,108238,3,4.500000,0,3.870000,0.0965,4.960000,24,135.200000,0,13901,6,3,1,1,1,0,NULL,5592.22,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,108569,4,3.000000,0,2.400000,0.0807,5.130000,32,109.790000,0,13901,6,3,1,1,1,0,NULL,5591.07,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,117266,4,3.500000,0,4.010000,0.2147,5.130000,8,123.000000,0,13901,6,3,1,1,1,0,NULL,5592.03,0,NULL,NULL,NULL,1,0,2,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,123573,5,3.500000,1,3.930000,0.1707,5.600000,4,251.090000,1,13901,6,3,1,1,1,0,NULL,5592.27,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,126620,3,4.000000,0,2.080000,0.0477,5.030000,21,88.440000,0,13901,6,3,1,1,1,0,NULL,5593.47,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,128007,5,4.500000,0,3.990000,0.2129,5.810000,20,370.030000,1,13901,6,3,1,1,1,0,NULL,5592.06,0,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0
47,2013-01-14 22:28:43,14,100,4.31,180.75,137,129398,4,3.500000,0,4.010000,0.2169,4.990000,18,84.380000,1,13901,6,3,1,1,1,0,NULL,5592.06,0,NULL,NULL,NULL,1,0,275,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,NULL,NULL,NULL,0,0,2,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,983,4,4.000000,0,6.380000,0.7222,5.310000,6,108.540000,0,2799,1,5,2,0,1,0,NULL,144.41,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,3634,4,4.000000,0,6.330000,0.6137,5.460000,3,101.840000,1,2799,1,5,2,0,1,0,NULL,144.27,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,6197,2,4.500000,0,6.420000,0.8008,4.630000,33,67.000000,0,2799,1,5,2,0,1,0,NULL,144.15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,9060,4,4.000000,0,6.320000,0.5922,5.510000,20,92.460000,1,2799,1,5,2,0,1,0,NULL,144.28,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,1,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,13008,3,4.000000,0,6.440000,0.6649,5.040000,21,77.720000,0,2799,1,5,2,0,1,0,NULL,144.29,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,13962,4,4.500000,1,6.420000,0.7886,5.430000,4,115.240000,0,2799,1,5,2,0,1,0,NULL,144.11,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,1,128.48,1
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,15807,3,4.000000,0,6.450000,0.7194,5.040000,32,80.400000,0,2799,1,5,2,0,1,0,NULL,144.06,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,4,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,16162,3,3.500000,0,6.340000,0.615,4.660000,25,97.820000,0,2799,1,5,2,0,1,0,NULL,144.54,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,23188,2,4.500000,0,6.430000,0.7198,4.670000,36,84.420000,0,2799,1,5,2,0,1,0,NULL,144.27,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,27016,3,4.500000,0,6.450000,0.6961,5.040000,24,100.500000,0,2799,1,5,2,0,1,0,NULL,144.16,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,6,0,0,7,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,27640,3,4.000000,0,6.430000,0.7191,4.840000,19,67.000000,1,2799,1,5,2,0,1,0,NULL,144.26,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,13,NULL,NULL,NULL,-1,0,11,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,28344,4,4.000000,1,6.150000,0.3504,5.220000,16,108.540000,1,2799,1,5,2,0,1,0,NULL,144.43,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,16,0,0,NULL,0,0,9,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,30001,3,4.000000,0,6.450000,0.7103,5.000000,9,73.700000,1,2799,1,5,2,0,1,0,NULL,144.04,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,44068,3,4.000000,0,6.450000,0.6939,5.090000,7,84.420000,1,2799,1,5,2,0,1,0,NULL,144.02,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,50368,3,4.000000,0,6.410000,0.8064,5.040000,31,93.800000,0,2799,1,5,2,0,1,0,NULL,144.19,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,51021,4,4.000000,1,6.390000,0.7354,4.980000,14,101.840000,0,2799,1,5,2,0,1,0,NULL,144.12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,1,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,56700,3,2.500000,0,6.460000,0.6744,4.620000,30,72.360000,0,2799,1,5,2,0,1,0,NULL,144.17,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,65349,4,3.500000,0,6.420000,0.8106,5.090000,22,84.420000,0,2799,1,5,2,0,1,0,NULL,144.19,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,68164,3,4.000000,0,6.400000,0.7893,5.030000,13,92.460000,1,2799,1,5,2,0,1,0,NULL,144.32,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,17,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,68233,2,0.000000,0,6.450000,0.7156,4.480000,34,80.400000,0,2799,1,5,2,0,1,0,NULL,144.16,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,8,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,70943,3,3.500000,0,6.450000,0.6984,4.760000,15,60.300000,0,2799,1,5,2,0,1,0,NULL,144.16,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,1,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,72037,1,0.000000,0,6.450000,0.7034,4.340000,35,73.700000,0,2799,1,5,2,0,1,0,NULL,144.16,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,78949,2,3.000000,0,6.430000,0.7202,4.480000,37,80.400000,0,2799,1,5,2,0,1,0,NULL,144.26,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,79830,3,4.000000,0,6.430000,0.71,4.810000,10,71.020000,0,2799,1,5,2,0,1,0,NULL,144.28,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,86409,4,4.000000,1,6.320000,0.5931,5.090000,2,97.820000,1,2799,1,5,2,0,1,0,NULL,144.3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,1,0,10,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,93283,4,4.500000,1,6.390000,0.7475,5.510000,12,120.590000,0,2799,1,5,2,0,1,0,NULL,144.13,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,93311,3,4.500000,0,6.420000,0.7902,5.130000,1,87.100000,1,2799,1,5,2,0,1,0,NULL,144.12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,4,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,100530,3,4.000000,0,6.410000,0.8113,5.040000,29,92.460000,0,2799,1,5,2,0,1,0,NULL,144.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,102302,3,4.500000,0,6.450000,0.65,5.180000,8,87.100000,1,2799,1,5,2,0,1,0,NULL,144.25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,16,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,116152,3,3.000000,0,6.420000,0.8045,5.170000,26,79.060000,0,2799,1,5,2,0,1,0,NULL,144.16,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,15,-1,0,10,-1,0,8,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,123914,3,4.500000,0,6.450000,0.6495,5.040000,27,76.380000,0,2799,1,5,2,0,1,0,NULL,144.26,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,17,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,126531,3,3.500000,0,6.280000,0.4925,4.850000,28,73.700000,0,2799,1,5,2,0,1,0,NULL,144.36,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,8,NULL,NULL,NULL,1,0,18,NULL,NULL,NULL,0,NULL,0
49,2013-02-07 18:40:10,16,31,2.5,270.08,31,126861,3,4.000000,0,6.350000,0.6426,5.040000,18,88.440000,0,2799,1,5,2,0,1,0,NULL,144.49,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,16,1,0,18,NULL,NULL,NULL,0,NULL,0
52,2013-06-09 09:22:16,16,31,NULL,NULL,215,462,4,4.000000,1,0.000000,0.0142,0.000000,26,97.810000,0,23641,2,7,1,0,1,0,NULL,978.07,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,0,13,0,0,NULL,NULL,NULL,NULL,0,NULL,0
52,2013-06-09 09:22:16,16,31,NULL,NULL,215,9193,3,4.000000,0,2.560000,0.0768,0.000000,24,62.120000,0,23641,2,7,1,0,1,0,NULL,972.95,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
52,2013-06-09 09:22:16,16,31,NULL,NULL,215,15671,4,4.500000,1,3.930000,0.2714,0.000000,10,83.270000,0,23641,2,7,1,0,1,0,NULL,974.12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
52,2013-06-09 09:22:16,16,31,NULL,NULL,215,23365,3,3.500000,1,3.970000,0.304,0.000000,19,47.580000,0,23641,2,7,1,0,1,0,NULL,973.9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,10,-1,0,10,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0
52,2013-06-09 09:22:16,16,31,NULL,NULL,215,32237,4,4.500000,1,3.950000,0.2827,0.000000,13,112.340000,0,23641,2,7,1,0,1,0,NULL,974.15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
52,2013-06-09 09:22:16,16,31,NULL,NULL,215,42206,3,4.500000,1,3.260000,0.0154,0.000000,21,85.910000,1,23641,2,7,1,0,1,0,NULL,972.98,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,NULL,0
